State,Year,Section_raw,Category_or_Location,Value,Note,Note2,Section,Category_or_Place
Indiana,2020,Top Recovery Cities for Firearms with an Indiana Recovery,Gary,580,,,Top Recovery Cities in State,Gary
Indiana,2020,Top Recovery Cities for Firearms with an Indiana Recovery,South Bend,573,,,Top Recovery Cities in State,South Bend
Indiana,2020,Top Recovery Cities for Firearms with an Indiana Recovery,Butler,470,,,Top Recovery Cities in State,Butler
Indiana,2020,Top Recovery Cities for Firearms with an Indiana Recovery,Evansville,326,,,Top Recovery Cities in State,Evansville
Indiana,2020,Top Recovery Cities for Firearms with an Indiana Recovery,Hammond,284,,,Top Recovery Cities in State,Hammond
Indiana,2020,Top Recovery Cities for Firearms with an Indiana Recovery,Kokomo,251,,,Top Recovery Cities in State,Kokomo
Indiana,2020,Top Recovery Cities for Firearms with an Indiana Recovery,Elkhart,233,,,Top Recovery Cities in State,Elkhart
Indiana,2020,Top Recovery Cities for Firearms with an Indiana Recovery,Marion,111,,,Top Recovery Cities in State,Marion
Indiana,2021,Firearm Types with an Indiana Recovery,Pistols,8056,,,Firearms Types Recovered in State,Pistols
Indiana,2021,Firearm Types with an Indiana Recovery,Rifles,889,,,Firearms Types Recovered in State,Rifles
Indiana,2021,Firearm Types with an Indiana Recovery,Revolvers,775,,,Firearms Types Recovered in State,Revolvers
Indiana,2021,Firearm Types with an Indiana Recovery,Shotguns,519,,,Firearms Types Recovered in State,Shotguns
Indiana,2021,Firearm Types with an Indiana Recovery,Derringers,64,,,Firearms Types Recovered in State,Derringers
Indiana,2021,Firearm Types with an Indiana Recovery,Machineguns,17,,,Firearms Types Recovered in State,Machineguns
Indiana,2021,Firearm Types with an Indiana Recovery,Other*,29,"* Other includes Receivers/Frames, Unknown Types, Silencers, Any Other Weapons and Combinations.",,Firearms Types Recovered in State,Other*
Indiana,2021,Top Calibers Reported on Firearm Traces with an Indiana Recovery,9mm,4799,,,Top Calibers Reported,9mm
Indiana,2021,Top Calibers Reported on Firearm Traces with an Indiana Recovery,.40 Cal,1116,,,Top Calibers Reported,.40 Cal
Indiana,2021,Top Calibers Reported on Firearm Traces with an Indiana Recovery,.22 Cal,805,,,Top Calibers Reported,.22 Cal
Indiana,2021,Top Calibers Reported on Firearm Traces with an Indiana Recovery,.380 Cal,715,,,Top Calibers Reported,.380 Cal
Indiana,2021,Top Calibers Reported on Firearm Traces with an Indiana Recovery,.45 Cal,618,,,Top Calibers Reported,.45 Cal
Indiana,2021,Top Calibers Reported on Firearm Traces with an Indiana Recovery,12GA,384,,,Top Calibers Reported,12GA
Indiana,2021,Top Calibers Reported on Firearm Traces with an Indiana Recovery,.38 Cal,359,,,Top Calibers Reported,.38 Cal
Indiana,2021,Top Calibers Reported on Firearm Traces with an Indiana Recovery,5.56mm,249,,,Top Calibers Reported,5.56mm
Indiana,2021,Top Calibers Reported on Firearm Traces with an Indiana Recovery,7.62mm,188,,,Top Calibers Reported,7.62mm
Indiana,2021,Top Calibers Reported on Firearm Traces with an Indiana Recovery,.357 Cal,170,NOTE: There were 866 additional traces that were associated with other calibers.​ There were 80 traces with an unknown caliber.,,Top Calibers Reported,.357 Cal
Indiana,2021,Top Categories Reported on Firearm Traces with an Indiana Recovery,Weapon Offense,3780,,,Top Crimes Reported,Weapon Offense
Indiana,2021,Top Categories Reported on Firearm Traces with an Indiana Recovery,Firearm Under Investigation,2145,,,Top Crimes Reported,Firearm Under Investigation
Indiana,2021,Top Categories Reported on Firearm Traces with an Indiana Recovery,Possession of Weapon,1832,,,Top Crimes Reported,Possession of Weapon
Indiana,2021,Top Categories Reported on Firearm Traces with an Indiana Recovery,Found Firearm,555,,,Top Crimes Reported,Found Firearm
Indiana,2021,Top Categories Reported on Firearm Traces with an Indiana Recovery,Dangerous Drugs,436,,,Top Crimes Reported,Dangerous Drugs
Indiana,2021,Top Categories Reported on Firearm Traces with an Indiana Recovery,Family Offense,250,,,Top Crimes Reported,Family Offense
Indiana,2021,Top Categories Reported on Firearm Traces with an Indiana Recovery,Homicide,225,,,Top Crimes Reported,Homicide
Indiana,2021,Top Categories Reported on Firearm Traces with an Indiana Recovery,Health - Safety,168,,,Top Crimes Reported,Health - Safety
Indiana,2021,Top Categories Reported on Firearm Traces with an Indiana Recovery,Aggravated Assault,163,,,Top Crimes Reported,Aggravated Assault
Indiana,2021,Top Categories Reported on Firearm Traces with an Indiana Recovery,Suicide,110,NOTE: There were 685 additional traces that were associated with other categories.,,Top Crimes Reported,Suicide
Indiana,2021,Top 15 Source States for Firearms with an Indiana Recovery,Indiana,7247,,,Top States Where Firearms Came From,Indiana
Indiana,2021,Top 15 Source States for Firearms with an Indiana Recovery,Kentucky,237,,,Top States Where Firearms Came From,Kentucky
Indiana,2021,Top 15 Source States for Firearms with an Indiana Recovery,Illinois,186,,,Top States Where Firearms Came From,Illinois
Indiana,2021,Top 15 Source States for Firearms with an Indiana Recovery,Ohio,163,,,Top States Where Firearms Came From,Ohio
Indiana,2021,Top 15 Source States for Firearms with an Indiana Recovery,Michigan,139,,,Top States Where Firearms Came From,Michigan
Indiana,2021,Top 15 Source States for Firearms with an Indiana Recovery,Tennessee,76,,,Top States Where Firearms Came From,Tennessee
Indiana,2021,Top 15 Source States for Firearms with an Indiana Recovery,Florida,72,,,Top States Where Firearms Came From,Florida
Indiana,2021,Top 15 Source States for Firearms with an Indiana Recovery,Texas,72,,,Top States Where Firearms Came From,Texas
Indiana,2021,Top 15 Source States for Firearms with an Indiana Recovery,Georgia,66,,,Top States Where Firearms Came From,Georgia
Indiana,2021,Top 15 Source States for Firearms with an Indiana Recovery,Mississippi,53,,,Top States Where Firearms Came From,Mississippi
Indiana,2021,Top 15 Source States for Firearms with an Indiana Recovery,Missouri,46,,,Top States Where Firearms Came From,Missouri
Indiana,2021,Top 15 Source States for Firearms with an Indiana Recovery,Alabama,35,,,Top States Where Firearms Came From,Alabama
Indiana,2021,Top 15 Source States for Firearms with an Indiana Recovery,California,30,,,Top States Where Firearms Came From,California
Indiana,2021,Top 15 Source States for Firearms with an Indiana Recovery,North Carolina,30,,,Top States Where Firearms Came From,North Carolina
Indiana,2021,Top 15 Source States for Firearms with an Indiana Recovery,Wisconsin,30,"NOTE: An additional 29 states accounted for 274 other traces. The source state was identified in 8,756 total traces.",,Top States Where Firearms Came From,Wisconsin
Indiana,2021,Time-To-Crime Rates for Firearms with an Indiana Recovery,Under 3 Months,1176,,,Time-to-Crime for Firearms Recovered in State,Under 3 Months
Indiana,2021,Time-To-Crime Rates for Firearms with an Indiana Recovery,3 Months to Under 7 Months,1025,,,Time-to-Crime for Firearms Recovered in State,3 Months to Under 7 Months
Indiana,2021,Time-To-Crime Rates for Firearms with an Indiana Recovery,7 Months to Under 1 Year,974,,,Time-to-Crime for Firearms Recovered in State,7 Months to Under 1 Year
Indiana,2021,Time-To-Crime Rates for Firearms with an Indiana Recovery,1 Year to Under 2 Years,1394,,,Time-to-Crime for Firearms Recovered in State,1 Year to Under 2 Years
Indiana,2021,Time-To-Crime Rates for Firearms with an Indiana Recovery,2 Years to Under 3 Years,635,,,Time-to-Crime for Firearms Recovered in State,2 Years to Under 3 Years
Indiana,2021,Time-To-Crime Rates for Firearms with an Indiana Recovery,3 Years and Over,3442,1/1/2021-12/31/2021 Indiana Average Time-to-Crime: 5.27 Years,1/1/2021-12/31/2021 National Average Time-to-Crime: 6.24 Years,Time-to-Crime for Firearms Recovered in State,3 Years and Over
Indiana,2021,Age of Possessors for Firearms with an Indiana Recovery,17 and Under,210,,,Age of Possessors,17 and Under
Indiana,2021,Age of Possessors for Firearms with an Indiana Recovery,18 to 21,819,,,Age of Possessors,18 to 21
Indiana,2021,Age of Possessors for Firearms with an Indiana Recovery,22 to 24,582,,,Age of Possessors,22 to 24
Indiana,2021,Age of Possessors for Firearms with an Indiana Recovery,25 to 30,1077,,,Age of Possessors,25 to 30
Indiana,2021,Age of Possessors for Firearms with an Indiana Recovery,31 to 40,1140,,,Age of Possessors,31 to 40
Indiana,2021,Age of Possessors for Firearms with an Indiana Recovery,41 to 50,648,,,Age of Possessors,41 to 50
Indiana,2021,Age of Possessors for Firearms with an Indiana Recovery,Over 50,617,1/1/2021-12/31/2021 Indiana Average Age of Possessor: 34 Years,1/1/2021-12/31/2021 National Average Age of Possessor: 34 Years,Age of Possessors,Over 50
Indiana,2021,Top Recovery Cities for Firearms with an Indiana Recovery,Indianapolis,4629,,,Top Recovery Cities in State,Indianapolis
Indiana,2021,Top Recovery Cities for Firearms with an Indiana Recovery,Fort Wayne,900,,,Top Recovery Cities in State,Fort Wayne
Indiana,2021,Top Recovery Cities for Firearms with an Indiana Recovery,South Bend,659,,,Top Recovery Cities in State,South Bend
Indiana,2021,Top Recovery Cities for Firearms with an Indiana Recovery,Gary,483,,,Top Recovery Cities in State,Gary
Indiana,2021,Top Recovery Cities for Firearms with an Indiana Recovery,Evansville,406,,,Top Recovery Cities in State,Evansville
Indiana,2021,Top Recovery Cities for Firearms with an Indiana Recovery,Hammond,339,,,Top Recovery Cities in State,Hammond
Indiana,2021,Top Recovery Cities for Firearms with an Indiana Recovery,Elkhart,244,,,Top Recovery Cities in State,Elkhart
Indiana,2021,Top Recovery Cities for Firearms with an Indiana Recovery,Kokomo,228,,,Top Recovery Cities in State,Kokomo
Indiana,2021,Top Recovery Cities for Firearms with an Indiana Recovery,Muncie,171,,,Top Recovery Cities in State,Muncie
Indiana,2021,Top Recovery Cities for Firearms with an Indiana Recovery,Richmond,141,,,Top Recovery Cities in State,Richmond
Indiana,2022,Firearm Types with an Indiana Recovery,Pistols,8726,,,Firearms Types Recovered in State,Pistols
Indiana,2022,Firearm Types with an Indiana Recovery,Rifles,1036,,,Firearms Types Recovered in State,Rifles
Indiana,2022,Firearm Types with an Indiana Recovery,Revolvers,753,,,Firearms Types Recovered in State,Revolvers
Indiana,2022,Firearm Types with an Indiana Recovery,Shotguns,564,,,Firearms Types Recovered in State,Shotguns
Indiana,2022,Firearm Types with an Indiana Recovery,Receivers/Frames,71,,,Firearms Types Recovered in State,Receivers/Frames
Indiana,2022,Firearm Types with an Indiana Recovery,Derringers,55,,,Firearms Types Recovered in State,Derringers
Indiana,2022,Firearm Types with an Indiana Recovery,Machineguns,52,,,Firearms Types Recovered in State,Machineguns
Indiana,2022,Firearm Types with an Indiana Recovery,Other*,63,"* Other includes Combinations, Unknown Types, Silencers and Any Other Weapons.",,Firearms Types Recovered in State,Other*
Indiana,2022,Top Calibers Reported on Firearm Traces with an Indiana Recovery,9mm,5315,,,Top Calibers Reported,9mm
Indiana,2022,Top Calibers Reported on Firearm Traces with an Indiana Recovery,.40 Cal,1202,,,Top Calibers Reported,.40 Cal
Indiana,2022,Top Calibers Reported on Firearm Traces with an Indiana Recovery,.22 Cal,815,,,Top Calibers Reported,.22 Cal
Indiana,2022,Top Calibers Reported on Firearm Traces with an Indiana Recovery,.380 Cal,676,,,Top Calibers Reported,.380 Cal
Indiana,2022,Top Calibers Reported on Firearm Traces with an Indiana Recovery,.45 Cal,670,,,Top Calibers Reported,.45 Cal
Indiana,2022,Top Calibers Reported on Firearm Traces with an Indiana Recovery,12GA,370,,,Top Calibers Reported,12GA
Indiana,2022,Top Calibers Reported on Firearm Traces with an Indiana Recovery,.38 Cal,335,,,Top Calibers Reported,.38 Cal
Indiana,2022,Top Calibers Reported on Firearm Traces with an Indiana Recovery,5.56mm,221,,,Top Calibers Reported,5.56mm
Indiana,2022,Top Calibers Reported on Firearm Traces with an Indiana Recovery,7.62mm,197,,,Top Calibers Reported,7.62mm
Indiana,2022,Top Calibers Reported on Firearm Traces with an Indiana Recovery,MULTI,189,"NOTE: There were 1,067 additional traces that were associated with other calibers.​ There were 263 traces with an unknown caliber.",,Top Calibers Reported,MULTI
Indiana,2022,Top Categories Reported on Firearm Traces with an Indiana Recovery,Weapon Offense,3786,,,Top Crimes Reported,Weapon Offense
Indiana,2022,Top Categories Reported on Firearm Traces with an Indiana Recovery,Firearm Under Investigation,2946,,,Top Crimes Reported,Firearm Under Investigation
Indiana,2022,Top Categories Reported on Firearm Traces with an Indiana Recovery,Possession of Weapon,1659,,,Top Crimes Reported,Possession of Weapon
Indiana,2022,Top Categories Reported on Firearm Traces with an Indiana Recovery,Found Firearm,555,,,Top Crimes Reported,Found Firearm
Indiana,2022,Top Categories Reported on Firearm Traces with an Indiana Recovery,Dangerous Drugs,508,,,Top Crimes Reported,Dangerous Drugs
Indiana,2022,Top Categories Reported on Firearm Traces with an Indiana Recovery,Family Offense,330,,,Top Crimes Reported,Family Offense
Indiana,2022,Top Categories Reported on Firearm Traces with an Indiana Recovery,Aggravated Assault,260,,,Top Crimes Reported,Aggravated Assault
Indiana,2022,Top Categories Reported on Firearm Traces with an Indiana Recovery,Homicide,184,,,Top Crimes Reported,Homicide
Indiana,2022,Top Categories Reported on Firearm Traces with an Indiana Recovery,Suicide,148,,,Top Crimes Reported,Suicide
Indiana,2022,Top Categories Reported on Firearm Traces with an Indiana Recovery,Weapons Trafficking,139,NOTE: There were 805 additional traces that were associated with other categories.,,Top Crimes Reported,Weapons Trafficking
Indiana,2022,Top 15 Source States for Firearms with an Indiana Recovery,Indiana,7880,,,Top States Where Firearms Came From,Indiana
Indiana,2022,Top 15 Source States for Firearms with an Indiana Recovery,Kentucky,278,,,Top States Where Firearms Came From,Kentucky
Indiana,2022,Top 15 Source States for Firearms with an Indiana Recovery,Illinois,208,,,Top States Where Firearms Came From,Illinois
Indiana,2022,Top 15 Source States for Firearms with an Indiana Recovery,Ohio,162,,,Top States Where Firearms Came From,Ohio
Indiana,2022,Top 15 Source States for Firearms with an Indiana Recovery,Texas,100,,,Top States Where Firearms Came From,Texas
Indiana,2022,Top 15 Source States for Firearms with an Indiana Recovery,Michigan,99,,,Top States Where Firearms Came From,Michigan
Indiana,2022,Top 15 Source States for Firearms with an Indiana Recovery,Tennessee,70,,,Top States Where Firearms Came From,Tennessee
Indiana,2022,Top 15 Source States for Firearms with an Indiana Recovery,Florida,68,,,Top States Where Firearms Came From,Florida
Indiana,2022,Top 15 Source States for Firearms with an Indiana Recovery,Georgia,61,,,Top States Where Firearms Came From,Georgia
Indiana,2022,Top 15 Source States for Firearms with an Indiana Recovery,Mississippi,55,,,Top States Where Firearms Came From,Mississippi
Indiana,2022,Top 15 Source States for Firearms with an Indiana Recovery,Alabama,45,,,Top States Where Firearms Came From,Alabama
Indiana,2022,Top 15 Source States for Firearms with an Indiana Recovery,Missouri,42,,,Top States Where Firearms Came From,Missouri
Indiana,2022,Top 15 Source States for Firearms with an Indiana Recovery,North Carolina,32,,,Top States Where Firearms Came From,North Carolina
